text,vulgar,hate,religious,threat,troll,Insult
মুহম্মদ দুনিয়াতেই মাগিবাজি লম্পটগিরি করল তার উন্মত জন্নতে মাগীবাজি করবে।,1,0,1,0,0,1
অসাধারণ তানজিন তিশা আমার বালো লাগার একজনকাতার থেকে,0,0,0,0,0,0
কুষ্টিয়ার অনলাইন সাংবাদিক অপু চোদা খাইছে,1,0,0,0,0,0
"তিনি শুধু বলেছেন, নাম প্রকাশে অনিচ্ছুক",0,0,0,0,0,0
"বাংলাদেশে বরতোমানে আওয়ামীলীগ নেতা কর্মী এবং পুলিশ, সাংবাদিক আর নেতা ছাড়া খুব কম সাধারণ মানুষ ই অপরাধ করে",0,1,0,0,0,0
জুতা দিয়া পিটামু,0,0,0,1,0,1
জিলাপি কে জালেবি বললেই দাম দশ গুন বেড়ে যায় । রাস্তায় এই নাম কেউ বললে বন চটকনা দিয়া জালেবি থেকে জিলাপিতে ফেরত নিয়া আসতাম,0,0,0,0,1,0
"মগের মুল্লুক আর কাকে বলে? যে চোর ধরল, তাকেই চোর বলে ফাঁসি দিল",0,1,0,0,0,0
"জোরে চাপ, জোরে করে ওটা জোরে লাগা",1,0,0,0,0,0
ভারত বর্তমানে চুরি করে আম্পায়ারের সাহায্যে জিতে খেলে জিতার ক্ষমতা ভারতের নেই,0,1,0,0,0,1
যুক্তরাষ্ট্র বি এন পির মত আচরন কর ছে কেন,0,0,0,0,1,0
“আরে মিয়া ফলস দাড়ি মানে আলগা দাড়ি...”,0,0,0,0,0,0
এই ছাগল টাকে পাবনা থেকে ছারছে কবে,0,0,0,0,0,1
দেশ বাঁচাতে এই বিদেশি দালাল গুলোকে লাথিমেরে বের হওয়াই উচিৎ!,0,0,0,1,0,0
আ তে আবাল না হয়ে ব রে ব্রাজিলে চলে আসেন,0,0,0,0,1,0
সত্যিই অসাধারণভালবাসা রইল ফুলি আপার প্রতি,0,0,0,0,0,0
এমন ভিডিও কোন মুসলিমজাতি করে না করলে মালাউন রাই কওরে,0,0,1,0,0,0
ঢাকা উত্তর সিটি কর্পোরেশনে ৩৬টি ওয়ার্ড... আর দক্ষিনে ৫৭টি ওয়ার্ড,0,0,0,0,0,0
শুরুটা দেখে আমার এতো ভাল লাগল আমি ঠিক ভাষায় বলে বুঝাতে পারব নাকিন্তু ফিনিশিং টা যে এমন হবে শুরুটা দেখে ঠিক বুঝা যায়নিতবে এই নাটকের মাঝে বাস্তব ধারাবাহিক তুলে ধরেছেন এর জন্য পরিচালক্যে অসংখ্য ধন্যবাদ তাছাড়া অন্য যারা কাজ করেছেন তাদের সবাইকে ধন্যবাদ ইরফান ভাই এবং তিশা আপু তাদেরকে অনেক ধন্যবাদতারা যে অ্যাকটিং টা করেছেন তা দেখে বুঝার উপায় নেই যে এটা একটা নাটক দেখে মনে হচ্ছে আসলে আমি সরাসরি বাস্তবটা দেখছিআমার কাছে লক্ষণীয় বিষয় হয়েছে যে পুরো নাটক মাত্র দুই অ্যাক্টারকে দিয়ে শেষ আসলেই নাটকটা অনেক সুন্দর,0,0,0,0,0,0
এটাই সত্যি ভালবাসা শুরু আছে শেষ নেই,0,0,0,0,0,0
কেয়ামতের আলামত তুই মরি চা,0,0,1,1,0,0
ঢাবিতে হিজাব করায় এক ছাত্রীকে ক্লাস থেকে বের করে দিলেন শিক্ষক,0,0,1,0,0,0
"এই কুকুরের বাচ্ছা পার্থ একটা বেয়াদব, এ কে জুতা দিয়ে পিটানো দরকার, শুয়োরের বাচ্ছা ।",1,0,0,0,0,1
চোখে পানি এনে দিল সত্যিই অসাধারণ একটি নাটক,0,0,0,0,0,0
অসাধারন একটি নাটক অপুর্ব একটি নাটক নাটকটি দেখে চোখের কিনারায় কখন যে জল এসেছে বুঝতে পারিনায়,0,0,0,0,0,0
অাপনার মুখের হাসি টা খুব মিষিট,0,0,0,0,0,0
আসলেই অসাধারণ খুব ভালো লাগলো নাটকটি দেখে,0,0,0,0,0,0
ওদেরকে ব্যান করা দরকার হারামজাদারা,0,0,0,1,0,0
হাহা ভাইকি গাঞ্জা একটু বেশি খাইছেন,0,0,0,0,1,1
"তরে বিচানায় নিয়া খালি পুটকি মারে আমারা জানি,তুই জাহান্নাম মাগি, জাহান্নামির পোলাদের তরে নিয়া জাহান্নামে পুটকি মারবে",1,0,1,0,0,1
আমার নজরুল ড্রাইভারকে নিয়ে হাঁটে না গেলে বুঝতামই না যে তার আরেকটা বিশাল গুণ আছে,0,0,0,0,0,0
এদের বিচার সরকার করতে পারবে না... এরা সরকার কে ব্যাবহার করেই আজ আমেরিকায়... …..কিন্তু পীযূষ গেং রা যে দেশের শত্রু এটা বুঝতে না পারলে ভবিষ্যতে কপালে দুঃখ আছে,0,1,0,0,0,0
জীবনে যদি একটু দুঃখ পাই সেদিন মনে যা রাগ আছে সব মিটিয়ে দিবো,0,0,0,1,0,0
খুশি আপা হচ্ছে আমাদের যুগের শাবানা খুশি আপা অনেক গুণী অভিনেত্রী,0,0,0,0,0,0
